Title,Tele,Email,Web,Addy,Poblacion,Type,More Info,Position,Contact Source
https://cerrajeros24horasalmeria.es/,+34 655 941 774,info@cerrajeros24horasalmeria.es,https://cerrajeros24horasalmeria.es/,"Plaza de la Administración Vieja 1 1ºizqAlmería, ES, 04003",Archinect,Architecture / Design Firm,,,
Mesh Architecture Office,666373300,Pr@meshoffice.org,http://www.meshoffice.org,"Madrid, ES, 28006",Archinect,Architecture / Design Firm,,,
viuers,x,x,https://archinect.com/viuers,"Barcelona, ES",Archinect,Architecture / Design Firm,,,
Archstorming,x,x,https://archinect.com/archstorming,"Barcelona, ES",Archinect,Architecture / Design Firm,,,
Murad García Estudio,x,x,https://archinect.com/firms/cover/150062557/murad-garc-a-estudio,"Valencia, ES",Archinect,Architecture / Design Firm,,,
Aleph Arquitectos,(+34) 963510911,main@e-aleph.es,https://archinect.com/aleph-arquitectos,"Baron de Carcer n 21Valencia, ES, 46001",Archinect,Architecture / Design Firm,,,
Gallardo Llopis,963937132,info@gallardo-llopis.com,http://www.gallardo-llopis.com/,"Calle Sorní nº 7 · piso 1 · pta. 2Valencia, ES, 46004",Archinect,Architecture / Design Firm,,,
Arqu.it,(503) 7014-3681,info@arqu.it,http://arqu.it,"Santa Ana, SV, CP 2205",Archinect,Architecture / Design Firm,,,
Ark Architects,0034 956 793 166,info@ark-arquitectos.com,http://ark-architects.com,"C.C. Sotomarket, Oficina Nº3.Autovía del Mediterráneo A-7, Salida 130San Roque, ES, 11310",Archinect,Architecture / Design Firm,,,
Estudio 2AR,+34 639718984,proyectos@estudio2ar.com,http://www.estudio2ar.com,"Caballería 37Logroño, ES, 26001",Archinect,Architecture / Design Firm,,,
DENORTE PROJECT MANAGEMENT,616342241,proyectos@denorte.es,http://denorte.es/,See all...,Archinect,Architecture / Design Firm,,,
archincommon,x,x,http://www.archincommon.com,"Av. Diagonal 508Barcelona, ES, 08006",Archinect,Architecture / Design Firm,,,
burgos & garrido arquitectos asociados,+34 917489327,pr@burgos-garrido.com,http://burgos-garrido.com/,See all...,Archinect,Architecture / Design Firm,,,
LIVING KITS,+34 951 286 646,info@livingkits.com,http://livingkits.com,"c/ Steve jobs, 2Málaga, ES, 29590",Archinect,Architecture / Design Firm,,,
Ayalto,+34 687040803,xavierozores@ayalto.com,http://www.ayalto.com/,"Reina SofiaTobarra, ES",Archinect,Architecture / Design Firm,,,
AC Estudio,667757863,acestudioreformasmadrid@gmail.com,http://acestudioreformasmadrid.com/,"C/ Almansa, 4 Esc 1 4º BEspañaMadrid, ES, 28300",Archinect,Architecture / Design Firm,,,
alvarez gomez arquitectos,+34988221831,m.ag@coag.es,http://www.agarquitectos.net,"progreso 89 entlo FOrense, ES, 32003",Archinect,Architecture / Design Firm,,,
AABB,x,lodash@4.17.21 / react-dom@16.13.1 / wixofday@wix.com / focus-within-polyfill@5.0.9 / core-js-bundle@3.2.1 / react@16.13.1 / 14370afcdc17429f9e418d5ffbd0334a@sentry.wixpress.com / info@aabb-studio.com,https://www.aabb-studio.com,https://www.aabb-stu...,Archinect,Architecture / Design Firm,,,
ARQConsulting.org,x,arqc@arqconsulting.org,https://archinect.com/arqconsulting,"Barcelona, ES",Archinect,Architecture / Design Firm,,,
arquitectos DMDVA,913270945,info@dmdva.com,https://www.dmdva.com,"San Romualdo 26Madrid, ES, 28037",Archinect,Architecture / Design Firm,,,
certificacion energetica CENERGETICA,913270945,cenergetica@cenergetica.es,http://www.cenergetica.es,"San Romualdo 26Madrid, ES, 28037",Archinect,Architecture / Design Firm,,,
estudio Herreros,x,x,x,x,Archinect,Architecture / Design Firm,,,
Integrar Proyectos,x,atencion@integrarproyectos.com / info@integrarproyectos.com,http://www.integrarproyectos.com,www.integrarproyecto...,Archinect,Architecture / Design Firm,,,
ZEST architecture,x,info@zestarchitecture.com / info@email.com,http://zestarchitecture.com,zestarchitecture.com,Archinect,Architecture / Design Firm,,,
Dsignio,0034 91 354 62 30,dsignio@dsignio.com,http://www.dsignio.com,"C/ San Epifanio 7Madrid, ES, 28005",Archinect,Architecture / Design Firm,,,
Bojaus Arquitectura,x,x,https://archinect.com/firms/cover/94962535/bojaus-arquitectura,"Madrid, ES",Archinect,Architecture / Design Firm,,,
IMAGINARQ,966476578,social@imaginarq.es,http://www.imaginarq.es,"Poeta Vicent Andrés Estellés1, 2ª-1Ondara, ES, 03760",Archinect,Architecture / Design Firm,,,
Grupo Aranea,+0034 965 92 16 95,info@grupoaranea.net,http://www.grupoaranea.net,"Avenida General Marvá nº7 3ºA 1ºBAlicante, ES, 03005",Archinect,Architecture / Design Firm,,,
iDreamDesign,66582600,sales@delightsurfaces.com,http://delightsurfaces.com/,"Avda. Sant Josep de Sa Talaia, 16 CP.Ibiza, ES, 07800",Archinect,Architecture / Design Firm,,,
MTMarquitectos,x,x,https://archinect.com/MTMarquitectos,"Madrid, ES",Archinect,Architecture / Design Firm,,,
Rodduart,(503) 2444-0925,hola@rodduart.com,http://roddu.art,"6a Calle Poniente # 36Barrio Santa CruzChalchuapa, SV, CP 2205",Archinect,Architecture / Design Firm,,,
MONDREEM & PARTNERS,(+976) 99010976,info@mondreem.com,http://www.mondreem.com,"Sukhbaatar district, 1 khoroo, Olympiin 9Ulaanbaatar, MN, 15160",Archinect,Architecture / Design Firm,,,
Esteva Barcelona,(974) 66020478,roser@esteva.com,http://www.esteva.com,"Cinematica 9Poligono Industrial Los HerrerosCastellbisbal, ES, 08755",Archinect,Architecture / Design Firm,,,
Estudio Guadiana,915628595,Estudio@estudioguadiana.com,http://www.estudioguadiana.com/?nCodIdioma=en,"Guadiana, 9Madrid, ES, 28002",Archinect,Architecture / Design Firm,,,
ESTEVA.COM,x,x,x,x,Archinect,Architecture / Design Firm,,,
studiogaas,x,x,http://www.studiogaas.com,"Madrid, ES",Archinect,Architecture / Design Firm,,,
Skara International Architecture & Management,(+34) 931 271 185,info@skara-intl.com,http://www.skara-intl.com,"Rambla Catalunya 66Barcelona, ES, 08007",Archinect,Architecture / Design Firm,,,
estudio_inclán arquitectos,615359322,angel.inclan@estudioinclan.com,http://estudioinclan.com/,"Calle Hermanos Menéndez Pidal Nº26 5DchaOviedo, ES, 33005",Archinect,Architecture / Design Firm,,,
Urbanauta,x,x,http://www.urbanauta.com,"Barcelona, ES",Archinect,Architecture / Design Firm,,,
SKH Architects,977638596,janfairey@gmail.com,http://www.skharchitects.com,"Carrer Sant Antoni 7Tarragona, ES, 43814",Archinect,Architecture / Design Firm,,,
Tcherassi Vilató,+932182218,ask@tcherassi-vilato.com,http://www.tcherassi-vilato.com/index2.html,See all...,Archinect,Architecture / Design Firm,,,
2AM studio,x,x,https://archinect.com/2am-studio,"Valencia, ES",Archinect,Architecture / Design Firm,,,
TC-Interiors,+34 933393829,victor@tc-interiors.es,http://tc-interiors.es/,"Joan Guell 54Barcelona, ES, 08028",Archinect,Architecture / Design Firm,,,
Rendering of Architecture,+34 93 318 75 13,estudio@bergagonzalez.com,http://www.renderingofarchitecture.com,"Pelai42Barcelona, ES, 08001",Archinect,Architecture / Design Firm,,,
Martin Brown Mosaics,0034 600 973 259,martinbrownart@gmail.com,http://www.martinbrownmosaics.com,"valencia202 2.1Barcelona, ES, 08011",Archinect,Architecture / Design Firm,,,
SistemasEspaciales,+34 911432383,sistemas@sistemasespaciales.com,http://www.sistemasespaciales.com/,"Sagasta 8 2ºAMadrid, ES, 28004",Archinect,Architecture / Design Firm,,,
CLAVEL ARQUITECTOS,x,x,x,x,Archinect,Architecture / Design Firm,,,
Zehark Studio,+34 943 57 16 95,info@zehark.com,http://zehark.com,"Ubarburu 7, trasera, 4CPolígono 27, MartuteneDonostia-San Sebastián, ES, 20014",Archinect,Architecture / Design Firm,,,
ELISAVA Barcelona School of Design and Engineering,+34 93 317 4715,elisava@elisava.net,http://www.elisava.net/en/studies,"La Rambla 30-32Barcelona, ES, 08002",Archinect,Architecture / Design Firm,,,
ArPRO SPAIN,+34.634.933.966,arpro.spain@gmail.com,http://www.arpro.tk3.net,"Avda. de Las PalmerasMálaga, ES, 29630",Archinect,Architecture / Design Firm,,,
Concretarq,x,x,http://www.concretarq.com,"Av. Reina Victoria 31Madrid, ES, 28003",Archinect,Architecture / Design Firm,,,
Spatial Effects,x,x,http://www.spatialeffects.eu,"Alicante, ES, 03007",Archinect,Architecture / Design Firm,,,
AB positivo 3D,+34657601747,contacto@abpositivo3d.com,http://www.ABpositivo3D.com,"Madrid, ES",Archinect,Architecture / Design Firm,,,
uAbureau,x,x,http://www.uabureau.com,"Barcelona, ES",Archinect,Architecture / Design Firm,,,
JL.CRESPO,+34685196349,"jl,crespo@ono.com",https://archinect.com/firms/cover/52038313/jl-crespo,"Valencia, ES",Archinect,Architecture / Design Firm,,,
jmp land.art.scape.architecture,x,JMP@JMP.CAT,http://www.jmp.cat,"Carrer Salvador Cruxent, 9Mataró, ES, 08304",Archinect,Architecture / Design Firm,,,
Intersitus,x,x,https://archinect.com/firms/cover/51007908/intersitus,"Madrid, ES",Archinect,Architecture / Design Firm,,,
ooiio architecture,x,info@ooiio.com / press@ooiio.com / jobs@ooiio.com,http://ooiio.com/,ooiio.com,Archinect,Architecture / Design Firm,,,
IGNACIO CARBÓ estudio de arquitectura,0034 655955266,estudio@ignaciocarbo.com,http://www.ignaciocarbo.com,"C/Cuenca,39 p15Valencia, ES, 46008",Archinect,Architecture / Design Firm,,,
santamaria . arquitectes,+34 938727926,info@santamariaarquitectes.cat,http://www.santamariaarquitectes.cat/en/,"Alfons XII 18, 1º 3ºManresa, ES, 08241",Archinect,Architecture / Design Firm,,,
Busquets,0034610253590,cbusquetsr@coac.cat,http://busquets-architect.blogspot.com/,"carrer Segre 14ReusBarcelona, ES, 43203",Archinect,Architecture / Design Firm,,,
Architect,phone,e-mail,x,address,e-architect,Architecture Studio,,,
A-CERO,+34 91 799 7984 | –,a-cero@a-cero.com,www.a-cero.com,"Parque Empresarial La Finca. Paseo Club Deportivo 1 – bloque 6 A – 28223 Pozuelo de Alarcón, Madrid, Spain",e-architect,Architecture Studio,,,
CAPILLA VALLEJO Arquitectos,+ 34 948274316,www.cvarquitectos.esc,x,"Monasterio de Cilveti 4 Pamplona 31011, Navarra. Spain",e-architect,Architecture Studio,,,
Enric Miralles – Benedetta Tagliabue | EMBT,+34 93 412 5342 | +34 93 412 3718,info@mirallestagliabue.com,www.mirallestagliabue.com,"Passatge de la Pau, 10 bis, pral. 08002 Barcelona, Spain",e-architect,Architecture Studio,,,
HerrerosArquitectos,+34 91 522 7769 | +34 91 559 4678,estudio@herrerosarquitectos.com,www.herrerosarquitectos.com,"Calle Princesa 2528008 Madrid, Spain",e-architect,Architecture Studio,,,
menis arquitectos,+34 922 288838 | +34 922 151925,info@menis.es,www.menis.es," c/puerta canseco 35, 2ºb 38003 sc tenerife españa",e-architect,Architecture Studio,,,
NNN Arquitectos,+34 954 212085,info@nnnarquitectos.com,www.nnnarquitectos.com,"Plaza del Cristo de Burgos, 10-1ºA41003 Sevilla, Spain",e-architect,Architecture Studio,,,
Pacheco y Asociados,+34 868 042 442 | +34 670 312 304,arquitectojapm@gmail.com,www.spanisharchitect.info,"Calle Molina de Segura Nº 5,Bloque 8-3ºC30007 MurciaSpain",e-architect,Architecture Studio,,,
Rafael de La-Hoz Arquitectos,+34 91 745 3500 | +34 91 561 7803,estudio@rafaeldelahoz.com,www.rafaeldelahoz.com,"Paseo de la Castellana 82 2º A28046 Madrid, Spain",e-architect,Architecture Studio,,,
Vaillo + Irigaray,+34 94 829 0054 | +34 94 829 0303,galar@vailloirigaray.com,www.vailloirigaray.com,"c/Tafalla 31 Bajo 31003 Pamplona, Spain",e-architect,Architecture Studio,,,
Xavier Vilalta Studio d ‘ Arquitectura,+34 93 165 7314 | +34 93 162 0892,info@xvstudio.com,www.xvstudio.com,"c/ Roger de Flor, 216 Ppal 1a 08013 Barcelona, Spain",e-architect,Architecture Studio,,,
AmRest,,x,www.amrest.eu,"Spain,Madrid,Pozuelo de Alarcon",Zoominfo,,,"Restaurants, Hospitality","revenue: $1.8B, employees: 45K"
Pensión Artea Narrika,,info@pensionarteanarrika.com,pensionarteanarrika.com,"Spain,Basque Country,San Sebastian",Zoominfo,,,"Restaurants, Hospitality","revenue: $1.5B, employees: 7.2K"
"Fotografia Luis Poveda Avda. Salinetas, 29",,ajax@ajaxCaller.js / info@luispoveda.com / ajax@sections.js,www.luispoveda.com,"Spain,Valencia,Petrel",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $1.5B, employees: 7.2K"
Amigó Cascarilles,,x,amigocascarilles.cat,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: $1.4B, employees: 7.4K"
Al Alba Ese,,almeria@al-alba-ese.com,al-alba-ese.com,"Spain,Andalusia,Aguadulce",Zoominfo,,,"Restaurants, Hospitality","revenue: $871.3M, employees: 4.5K"
Gastronomía Baska,,gastronomiabaska@gastronomiabaska.com,gastronomiabaska.com,"Spain,Basque Country,Belako",Zoominfo,,,"Restaurants, Hospitality","revenue: $723.2M, employees: 3.7K"
Supeco,,derechosprotecciondedatos@carrefour.com,www.supeco.es,"Spain,Madrid,Alcobendas",Zoominfo,,,"Restaurants, Hospitality, Furniture, Manufacturing","revenue: $684.1M, employees: 3.6K"
Cutasa,,IMG_4852-45x45@2x.jpg / gonzalo@cutasa.com / iso9001-105x150@2x.png / bright_squares_@2x.png / LOGO-CAMARA-45x45@2x.jpg / FullSizeRender-1-45x45@2x.jpg,cutasa.com,"Spain,Madrid,San Sebastian de los Reyes",Zoominfo,,,"Restaurants, Hospitality","revenue: $622.2M, employees: 3.1K"
Venta Peio,,contacto@venta-peio.com,www.venta-peio.com,"Spain,Navarre,Landibar",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $560.5M, employees: 3.1K"
Coettc,,info@coettc.info / info@acett.cat,coettc.info,"Spain,Catalonia,Barcelona",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $552.8M, employees: 3K"
Mensa España,,digitalmarketing@mensa.org / communications@mensa.org / comunicacion@mensa.es,www.mensa.es,"Spain,Aragon,Zaragoza",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $548.3M, employees: 2.8K"
Fabulous.com,,x,www.delion.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: $538.2M, employees: 2.7K"
Casa Tarradellas,,x,www.casatarradellas.es,"Spain,Catalonia,Gurb",Zoominfo,,,"Restaurants, Hospitality","revenue: $537.7M, employees: 2.9K"
Hamburguesa Nostra,,jQuery-Text-Counter@0.9.0,www.hamburguesanostra.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: $530.3M, employees: 2.8K"
Campus de Excelencia Internacional del Mar. CEI·MAR,,x,www.campusdelmar.es,"Spain,Andalusia,Puerto Real",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $510.3M, employees: 2.8K"
Lazos,,atencionalcliente@lazos.es,lazos.es,"Spain,Basque Country,Bilbao",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: $432.6M, employees: 2.3K"
Catering Arcasa Sl,,arcasa@arcasagrup.com,arcasa.es,"Spain,Catalonia,Esplugues de Llobregat",Zoominfo,,,"Restaurants, Hospitality","revenue: $420.8M, employees: 2.1K"
Etxanobe,,b859af49db4d4c6e921f36290e7b7c28@o413709.ingest.sentry.io,etxanobe.com,"Spain,Basque Country,Bilbao",Zoominfo,,,"Restaurants, Hospitality","revenue: $413.6M, employees: 2.3K"
Terra Sana,,x,www.terrasana.net,"Spain,Andalusia,Marbella",Zoominfo,,,"Restaurants, Hospitality","revenue: $406.4M, employees: 2.3K"
Palacios Alimentación,,email@domain.com / palacios@palacios.es,www.palacios-en.com,"Spain,La Rioja,Albelda de Iregua",Zoominfo,,,"Restaurants, Hospitality","revenue: $399M, employees: 2.2K"
Compania Cervecera de Canarias,,x,www.ccc.es,"Spain,Canary Islands,Santa Cruz de Tenerife",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Telepizza,,comunicacion@fooddeliverybrands.com,www.telepizza.com,"Spain,Madrid,San Sebastian de los Reyes",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Florette,,x,www.florette.es,"Spain,Navarre,Milagro",Zoominfo,,,"Restaurants, Hospitality, Grocery Retail, Retail","revenue: Get Info, employees: Get Info"
Wearenotacompany,,webmaster@wearenotacompany.com,www.wearenotacompany.com,"Spain,Madrid,Madrid",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Agora Col·lectivitats,,info@agoracatering.es,agoracatering.es,"Spain,Catalonia,Gava",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Govern de les Illes Balears,,x,www.caib.es,"Spain,Balearic Islands,Palma",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Supsa Supermercats Pujol,,x,www.plusfresc.es,"Spain,Catalonia,Horta de Sant Joan",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
La Castellana,,lacastellanabenassal@gmail.com / 764449beb4c04ec89717a75c56d06d7a@sentry.io,hotel-lacastellana.com,"Spain,Valencia,Benasal",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Gastronomia Las Murallas SL,,x,gastronomialasmurallas.es,"Spain,Madrid,Mostoles",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Central de Catering,,ccservicatering@gruposervicatering.com,centraldecatering.es,"Spain,Madrid,Leganes",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Grupo La Reina,,info@grupolareina.com,www.grupolareina.com,"Spain,Valencia,Valencia",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
El Ganso,,x,elgansocafe.co.uk,"Spain,Madrid,Boadilla del Monte",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Goiko Grill,,lopd@goikogrill.com,www.goikogrill.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Casa de Zamora,,info@verinsis.com / geoff@deconcept.com,www.casadezamora.com,"Spain,Madrid,Madrid",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Larrumba,,x,www.larrumba.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Miss Sushi,,x,www.misssushi.es,"Spain,Valencia,Alicante",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Tommy Mel's,,x,www.tommymels.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Lizarran,,info@comessgroup.comDirecci / info@comessgroup.com,www.lizarran.es,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Cosme&Firenze,,nicklowe@ukonline.co.uk,www.cosmefirenze.com,"Spain,Valencia,Valencia",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Eat Out,,contactar@ibersol.com / franquicias@ibersol.com,www.eatout.es,"Spain,Catalonia,Sant Cugat del Valles",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Fecasarm,,x,www.fecasarm.cat,"Spain,Catalonia,Barcelona",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Grup Travi,,info@gruptravi.com / marketing@gruptravi.com,www.gruptravi.com,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Ajuntament de Godella,,x,www.godella.es,"Spain,Valencia,Godella",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Taberna Volapié SL,,x,www.tabernadelvolapie.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
La Mafia,,madrid.manoteras@lamafia.es / sevilla@lamafia.es / granada@lamafia.es / alicante.sanjuan@lamafia.es / madrid.castellana@lamafia.es / sevilla.nervion@lamafia.es / actur@lamafia.es / granada.sanmatias@lamafia.es / valencia.centro@lamafia.es / malaga.pacifico@lamafia.es / malaga.constitucion@lamafia.es / madrid.vaguada@lamafia.es / zaragoza.centro@lamafia.es / alicante.ccgranvia@lamafia.es / tomares@lamafia.es / valencia@lamafia.es / madrid.colon@lamafia.es,www.lamafia.es,"Spain,Aragon,Zaragoza",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
The Harbour Club,,amsterdam@theharbourclub.com / rotterdam@theharbourclub.nl / amsterdamzuid@theharbourclub.com / vinkeveen@theharbourclub.com / denhaag@theharbourclub.com,www.theharbourclub.com,"Spain,Balearic Islands,Ibiza",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Alessa Catering Services,,x,www.grupoalessa.com,"Spain,Catalonia,Torrefarrera",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Ayuntamiento de Helln,,x,www.hellin.es,"Spain,Castille-La Mancha,Hellin",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Grup Olivé Slow Foods,,rrh@grupolive.net,www.grupoliveslowfoods.com,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Sushita SL,,x,www.sushita.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Nueva Cocina Mediterránea,,info@nuevacocinamediterranea.es,nuevacocinamediterranea.es,"Spain,Murcia,Alcantarilla",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Comité de Jóvenes WPC España,,x,enerclub.es,"Spain,Madrid,Madrid",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
La Piemontesa,,email@ejemplo.es,www.lapiemontesa.com,"Spain,Andalusia,Sevilla",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
MAE WEST GRANADA BY GRUPO BRIBONES ENTERTAINMENT,,x,www.ibribones.com,"Spain,Andalusia,Granada",Zoominfo,,,"Recreation, Hospitality, Restaurants","revenue: Get Info, employees: Get Info"
Rocyp,,x,rocyp.es,"Spain,Madrid,Madrid",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Sala Razzmatazz Sl,,inforazz@salarazzmatazz.com,www.salarazzmatazz.com,"Spain,Catalonia,Barcelona",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Cermar,,x,cermar.es,"Spain,Galicia,Cambados",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Los Billares,,info@losbillares.com,losbillares.com,"Spain,Andalusia,La Rambla",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Grup Ramar,,x,www.grupramar.com,"Spain,Catalonia,Sabadell",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Institut Balear de la Joventut - IB - Jove,,reservasib@gmail.com,ibjove.caib.es,"Spain,Balearic Islands,Palma",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
STOP SELF,,info@stopself.com,stopself.com,"Spain,Catalonia,Santa Cristina d'Aro",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Cantur,,x,www.cantur.com,"Spain,Cantabria,Santander",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Grupo Portonovo,,x,grupoportonovo.es,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Blayet Perellonet,,blayet1935@gmail.com,blayet.com,"Spain,Valencia,Valencia",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Panaderías Nuevas de Santander,,comercial@panusa.es,www.panusa.es,"Spain,Cantabria,Santander",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Patatas Meléndez,,comercial@patatasmelendez.com / calidadmelendez@patatasmelendez.com / tiendaonline@patatasmelendez.com,patatasmelendez.com,"Spain,Castille and Leon,Medina del Campo",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Grupo La Anita,,ventas@laanita.com / example@email.com / info@laanita.com,www.laanita.com,"Spain,Basque Country,Andoain",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
La Antigua Lavandera,,consumersupport@bluesuncb.com,www.lalavandera.com,"Spain,Catalonia,Sant Adria de Besos",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Ikibana,,x,www.ikibana.com,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
San Roque,,x,sanroque.es,"Spain,Andalusia,San Roque",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Enguera,,x,www.enguera.es,"Spain,Valencia,Valencia",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
Ronda de la Fortuna,,info@rondadelafortuna.com,www.rondadelafortuna.com,"Spain,Madrid,Madrid",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Icaria Iniciatives Socials,,mjpujol@icaria.biz,www.icaria.biz,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Combi Catering,,combiasturias@comerbien.es / eventos@comerbien.es / clientescombi@comerbien.es / ofisan@comerbien.es,www.comerbien.es,"Spain,Aragon,Zaragoza",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Grupo AMT,,x,www.grupoamt.es,"Spain,Catalonia,Barcelona",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
Coro Encanto,,director@coroencanto.com,www.coroencanto.com,"Spain,Madrid,Casarrubuelos",Zoominfo,,,"Wineries & Breweries, Food, Beverages & Tobacco, Restaurants, Hospitality, Manufacturing","revenue: Get Info, employees: Get Info"
EMICELA,,info@emicela.es,www.emicela.es,"Spain,Canary Islands,Arinaga",Zoominfo,,,"Restaurants, Hospitality","revenue: Get Info, employees: Get Info"
